genome_count	ncbi_bioproject
      1 PRJNA329474
      1 PRJNA329459
      1 PRJNA329415
      1 PRJNA329409
      1 PRJNA329109
      1 PRJNA329040
      1 PRJNA32893
      1 PRJNA328797
      1 PRJNA328503
      1 PRJNA328464
      1 PRJNA327778
      1 PRJNA327439
      1 PRJNA327303
      1 PRJNA327174
      1 PRJNA327163
      1 PRJNA327147
      1 PRJNA326993
      1 PRJNA326914
      1 PRJNA326847
      1 PRJNA326769
      1 PRJNA326599
      1 PRJNA326527
      1 PRJNA326465
      1 PRJNA326176
      1 PRJNA326063
      1 PRJNA325704
      1 PRJNA325574
      1 PRJNA325569
      1 PRJNA325206
      1 PRJNA325202
      1 PRJNA325200
      1 PRJNA325198
      1 PRJNA325196
      1 PRJNA325080
      1 PRJNA32501
      1 PRJNA324753
      1 PRJNA324533
      1 PRJNA324523
      1 PRJNA324283
      1 PRJNA324239
      1 PRJNA323710
      1 PRJNA323652
      1 PRJNA323571
      1 PRJNA323526
      1 PRJNA323221
      1 PRJNA323209
      1 PRJNA32291
      1 PRJNA322768
      1 PRJNA322444
      1 PRJNA322440
      1 PRJNA322438
      1 PRJNA322436
      1 PRJNA322434
      1 PRJNA322432
      1 PRJNA322310
      1 PRJNA322260
      1 PRJNA322257
      1 PRJNA322252
      1 PRJNA322242
      1 PRJNA322240
      1 PRJNA322239
      1 PRJNA322145
      1 PRJNA322137
      1 PRJNA322135
      1 PRJNA322131
      1 PRJNA322122
      1 PRJNA322120
      1 PRJNA322117
      1 PRJNA322116
      1 PRJNA321990
      1 PRJNA321783
      1 PRJNA321585
      1 PRJNA321367
      1 PRJNA321366
      1 PRJNA321288
      1 PRJNA321109
      1 PRJNA321101
      1 PRJNA321007
      1 PRJNA321006
      1 PRJNA321003
      1 PRJNA321001
      1 PRJNA320983
      1 PRJNA320718
      1 PRJNA320705
      1 PRJNA320694
      1 PRJNA320371
      1 PRJNA32037
      1 PRJNA320042
      1 PRJNA320016
      1 PRJNA320014
      1 PRJNA319947
      1 PRJNA319612
      1 PRJNA319602
      1 PRJNA319601
      1 PRJNA319597
      1 PRJNA319572
      1 PRJNA319397
      1 PRJNA319355
      1 PRJNA319252
      1 PRJNA319162
      1 PRJNA319143
      1 PRJNA318983
      1 PRJNA318875
      1 PRJNA318573
      1 PRJNA318572
      1 PRJNA318571
      1 PRJNA318330
      1 PRJNA318162
      1 PRJNA318161
      1 PRJNA317663
      1 PRJNA317568
      1 PRJNA317357
      1 PRJNA316970
      1 PRJNA316786
      1 PRJNA316728
      1 PRJNA316535
      1 PRJNA316036
      1 PRJNA316022
      1 PRJNA315991
      1 PRJNA315879
      1 PRJNA315753
      1 PRJNA315745
      1 PRJNA315614
      1 PRJNA315482
      1 PRJNA315270
      1 PRJNA315190
      1 PRJNA315088
      1 PRJNA314983
      1 PRJNA314933
      1 PRJNA31483
      1 PRJNA31481
      1 PRJNA314794
      1 PRJNA314789
      1 PRJNA31477
      1 PRJNA314682
      1 PRJNA314550
      1 PRJNA314540
      1 PRJNA314435
      1 PRJNA314401
      1 PRJNA314192
      1 PRJNA314120
      1 PRJNA314118
      1 PRJNA314117
      1 PRJNA31353
      1 PRJNA313515
      1 PRJNA313514
      1 PRJNA31351
      1 PRJNA31335
      1 PRJNA313261
      1 PRJNA313208
      1 PRJNA313138
      1 PRJNA313135
      1 PRJNA31303
      1 PRJNA312770
      1 PRJNA312746
      1 PRJNA312740
      1 PRJNA312682
      1 PRJNA312438
      1 PRJNA31215
      1 PRJNA31213
      1 PRJNA312098
      1 PRJNA31205
      1 PRJNA31203
      1 PRJNA312024
      1 PRJNA311926
      1 PRJNA311924
      1 PRJNA311921
      1 PRJNA311920
      1 PRJNA311918
      1 PRJNA311738
      1 PRJNA311623
      1 PRJNA311265
      1 PRJNA311177
      1 PRJNA311122
      1 PRJNA310809
      1 PRJNA310701
      1 PRJNA310677
      1 PRJNA310676
      1 PRJNA310650
      1 PRJNA310397
      1 PRJNA310335
      1 PRJNA310270
      1 PRJNA309901
      1 PRJNA30979
      1 PRJNA309764
      1 PRJNA309489
      1 PRJNA309469
      1 PRJNA309214
      1 PRJNA309211
      1 PRJNA309210
      1 PRJNA309209
      1 PRJNA309196
      1 PRJNA309130
      1 PRJNA309053
      1 PRJNA309051
      1 PRJNA309049
      1 PRJNA309020
      1 PRJNA308988
      1 PRJNA308893
      1 PRJNA308845
      1 PRJNA308844
      1 PRJNA308792
      1 PRJNA308784
      1 PRJNA308639
      1 PRJNA308615
      1 PRJNA308422
      1 PRJNA308373
      1 PRJNA308372
      1 PRJNA308165
      1 PRJNA30725
      1 PRJNA307230
      1 PRJNA307229
      1 PRJNA307227
      1 PRJNA307225
      1 PRJNA307224
      1 PRJNA307223
      1 PRJNA307220
      1 PRJNA307219
      1 PRJNA307163
      1 PRJNA307156
      1 PRJNA307152
      1 PRJNA307141
      1 PRJNA306895
      1 PRJNA306832
      1 PRJNA306809
      1 PRJNA306803
      1 PRJNA306781
      1 PRJNA306730
      1 PRJNA306714
      1 PRJNA306713
      1 PRJNA306708
      1 PRJNA306671
      1 PRJNA306613
      1 PRJNA306524
      1 PRJNA306041
      1 PRJNA305990
      1 PRJNA305970
      1 PRJNA305922
      1 PRJNA305705
      1 PRJNA305687
      1 PRJNA305678
      1 PRJNA305573
      1 PRJNA305566
      1 PRJNA305317
      1 PRJNA304973
      1 PRJNA304956
      1 PRJNA30471
      1 PRJNA304405
      1 PRJNA304180
      1 PRJNA304098
      1 PRJNA304096
      1 PRJNA30397
      1 PRJNA30395
      1 PRJNA303865
      1 PRJNA303642
      1 PRJNA302799
      1 PRJNA302607
      1 PRJNA302283
      1 PRJNA302266
      1 PRJNA301985
      1 PRJNA301476
      1 PRJNA301438
      1 PRJNA301437
      1 PRJNA301391
      1 PRJNA301343
      1 PRJNA300887
      1 PRJNA300829
      1 PRJNA300727
      1 PRJNA300724
      1 PRJNA300717
      1 PRJNA30067
      1 PRJNA300397
      1 PRJNA30029
      1 PRJNA300197
      1 PRJNA300178
      1 PRJNA30017
      1 PRJNA300166
      1 PRJNA30015
      1 PRJNA300149
      1 PRJNA300136
      1 PRJNA300100
      1 PRJNA300090
      1 PRJNA300079
      1 PRJNA300049
      1 PRJNA300036
      1 PRJNA300012
      1 PRJNA300005
      1 PRJNA299998
      1 PRJNA299995
      1 PRJNA299989
      1 PRJNA299966
      1 PRJNA299954
      1 PRJNA299927
      1 PRJNA299922
      1 PRJNA299907
      1 PRJNA299545
      1 PRJNA299508
      1 PRJNA299447
      1 PRJNA299437
      1 PRJNA299395
      1 PRJNA299357
      1 PRJNA299064
      1 PRJNA299
      1 PRJNA298854
      1 PRJNA298848
      1 PRJNA298656
      1 PRJNA298615
      1 PRJNA298614
      1 PRJNA298606
      1 PRJNA298487
      1 PRJNA298127
      1 PRJNA298122
      1 PRJNA297445
      1 PRJNA297274
      1 PRJNA29715
      1 PRJNA29713
      1 PRJNA296936
      1 PRJNA296849
      1 PRJNA296754
      1 PRJNA296749
      1 PRJNA296740
      1 PRJNA296727
      1 PRJNA296694
      1 PRJNA296689
      1 PRJNA296679
      1 PRJNA296677
      1 PRJNA296675
      1 PRJNA29661
      1 PRJNA296545
      1 PRJNA296541
      1 PRJNA296497
      1 PRJNA29647
      1 PRJNA296416
      1 PRJNA296403
      1 PRJNA296346
      1 PRJNA296245
      1 PRJNA296175
      1 PRJNA296147
      1 PRJNA295927
      1 PRJNA295781
      1 PRJNA295507
      1 PRJNA295197
      1 PRJNA295
      1 PRJNA29495
      1 PRJNA294944
      1 PRJNA294853
      1 PRJNA294719
      1 PRJNA29469
      1 PRJNA294353
      1 PRJNA294303
      1 PRJNA294255
      1 PRJNA294131
      1 PRJNA293918
      1 PRJNA293833
      1 PRJNA293776
      1 PRJNA293768
      1 PRJNA293764
      1 PRJNA293496
      1 PRJNA293478
      1 PRJNA293364
      1 PRJNA29329
      1 PRJNA29327
      1 PRJNA292683
      1 PRJNA292480
      1 PRJNA292473
      1 PRJNA292394
      1 PRJNA292393
      1 PRJNA292365
      1 PRJNA292344
      1 PRJNA292320
      1 PRJNA292059
      1 PRJNA292040
      1 PRJNA29197
      1 PRJNA291957
      1 PRJNA291946
      1 PRJNA29169
      1 PRJNA29167
      1 PRJNA29165
      1 PRJNA291610
      1 PRJNA291527
      1 PRJNA291474
      1 PRJNA291357
      1 PRJNA291313
      1 PRJNA291117
      1 PRJNA291109
      1 PRJNA291066
      1 PRJNA290986
      1 PRJNA290969
      1 PRJNA290784
      1 PRJNA290716
      1 PRJNA29071
      1 PRJNA290581
      1 PRJNA290568
      1 PRJNA290438
      1 PRJNA290370
      1 PRJNA290320
      1 PRJNA290104
      1 PRJNA290033
      1 PRJNA289968
      1 PRJNA289967
      1 PRJNA289961
      1 PRJNA289954
      1 PRJNA289935
      1 PRJNA289925
      1 PRJNA289662
      1 PRJNA289201
      1 PRJNA289138
      1 PRJNA289062
      1 PRJNA289051
      1 PRJNA288887
      1 PRJNA288779
      1 PRJNA288741
      1 PRJNA288389
      1 PRJNA288262
      1 PRJNA288259
      1 PRJNA288251
      1 PRJNA288250
      1 PRJNA288243
      1 PRJNA28817
      1 PRJNA288165
      1 PRJNA288094
      1 PRJNA287868
      1 PRJNA287738
      1 PRJNA287732
      1 PRJNA287725
      1 PRJNA287723
      1 PRJNA287722
      1 PRJNA287566
      1 PRJNA287560
      1 PRJNA287460
      1 PRJNA287246
      1 PRJNA287093
      1 PRJNA287085
      1 PRJNA287060
      1 PRJNA286914
      1 PRJNA286912
      1 PRJNA286830
      1 PRJNA286713
      1 PRJNA28659
      1 PRJNA28637
      1 PRJNA28627
      1 PRJNA28623
      1 PRJNA286170
      1 PRJNA286162
      1 PRJNA286156
      1 PRJNA286142
      1 PRJNA286078
      1 PRJNA285821
      1 PRJNA285747
      1 PRJNA28557
      1 PRJNA285482
      1 PRJNA285481
      1 PRJNA285350
      1 PRJNA285325
      1 PRJNA285323
      1 PRJNA285317
      1 PRJNA285316
      1 PRJNA285314
      1 PRJNA285233
      1 PRJNA285198
      1 PRJNA285152
      1 PRJNA285151
      1 PRJNA285144
      1 PRJNA285125
      1 PRJNA285121
      1 PRJNA284512
      1 PRJNA284511
      1 PRJNA284448
      1 PRJNA284321
      1 PRJNA283951
      1 PRJNA283641
      1 PRJNA283553
      1 PRJNA283172
      1 PRJNA283164
      1 PRJNA282858
      1 PRJNA282341
      1 PRJNA281780
      1 PRJNA281416
      1 PRJNA281293
      1 PRJNA281143
      1 PRJNA281142
      1 PRJNA281112
      1 PRJNA281081
      1 PRJNA281022
      1 PRJNA280853
      1 PRJNA280811
      1 PRJNA28051
      1 PRJNA280496
      1 PRJNA28049
      1 PRJNA280379
      1 PRJNA280354
      1 PRJNA280141
      1 PRJNA279995
      1 PRJNA279927
      1 PRJNA279446
      1 PRJNA279418
      1 PRJNA279309
      1 PRJNA279143
      1 PRJNA279075
      1 PRJNA279032
      1 PRJNA279023
      1 PRJNA279021
      1 PRJNA279020
      1 PRJNA279011
      1 PRJNA278994
      1 PRJNA278896
      1 PRJNA278506
      1 PRJNA278504
      1 PRJNA278330
      1 PRJNA278329
      1 PRJNA278281
      1 PRJNA27825
      1 PRJNA278215
      1 PRJNA278214
      1 PRJNA278102
      1 PRJNA277983
      1 PRJNA277925
      1 PRJNA277924
      1 PRJNA277911
      1 PRJNA277900
      1 PRJNA277814
      1 PRJNA277804
      1 PRJNA277740
      1 PRJNA277724
      1 PRJNA277618
      1 PRJNA277615
      1 PRJNA27747
      1 PRJNA277430
      1 PRJNA277314
      1 PRJNA277223
      1 PRJNA277222
      1 PRJNA276936
      1 PRJNA276892
      1 PRJNA276831
      1 PRJNA276618
      1 PRJNA276282
      1 PRJNA276171
      1 PRJNA276055
      1 PRJNA275555
      1 PRJNA275177
      1 PRJNA275144
      1 PRJNA275139
      1 PRJNA275031
      1 PRJNA275015
      1 PRJNA275013
      1 PRJNA274947
      1 PRJNA274883
      1 PRJNA274701
      1 PRJNA274698
      1 PRJNA274691
      1 PRJNA274222
      1 PRJNA274
      1 PRJNA273957
      1 PRJNA273490
      1 PRJNA273422
      1 PRJNA273
      1 PRJNA272967
      1 PRJNA272896
      1 PRJNA272887
      1 PRJNA272881
      1 PRJNA272763
      1 PRJNA272666
      1 PRJNA272616
      1 PRJNA272573
      1 PRJNA272520
      1 PRJNA272518
      1 PRJNA272083
      1 PRJNA272082
      1 PRJNA272081
      1 PRJNA272080
      1 PRJNA272076
      1 PRJNA271678
      1 PRJNA271676
      1 PRJNA271675
      1 PRJNA271673
      1 PRJNA271545
      1 PRJNA271216
      1 PRJNA271214
      1 PRJNA271197
      1 PRJNA271196
      1 PRJNA271062
      1 PRJNA271049
      1 PRJNA270866
      1 PRJNA270819
      1 PRJNA270656
      1 PRJNA270597
      1 PRJNA270383
      1 PRJNA270379
      1 PRJNA270316
      1 PRJNA270248
      1 PRJNA270140
      1 PRJNA270135
      1 PRJNA270005
      1 PRJNA269967
      1 PRJNA269964
      1 PRJNA269889
      1 PRJNA269873
      1 PRJNA269863
      1 PRJNA269848
      1 PRJNA269822
      1 PRJNA269820
      1 PRJNA269818
      1 PRJNA269817
      1 PRJNA269816
      1 PRJNA269815
      1 PRJNA269814
      1 PRJNA269813
      1 PRJNA269812
      1 PRJNA269811
      1 PRJNA269810
      1 PRJNA269809
      1 PRJNA269808
      1 PRJNA269404
      1 PRJNA269390
      1 PRJNA269162
      1 PRJNA269152
      1 PRJNA269095
      1 PRJNA268925
      1 PRJNA268897
      1 PRJNA268846
      1 PRJNA268716
      1 PRJNA268657
      1 PRJNA268458
      1 PRJNA268453
      1 PRJNA268323
      1 PRJNA268161
      1 PRJNA267485
      1 PRJNA266989
      1 PRJNA266727
      1 PRJNA266551
      1 PRJNA266535
      1 PRJNA266451
      1 PRJNA266365
      1 PRJNA266262
      1 PRJNA266022
      1 PRJNA265820
      1 PRJNA265355
      1 PRJNA265239
      1 PRJNA265156
      1 PRJNA265078
      1 PRJNA264984
      1 PRJNA264982
      1 PRJNA264981
      1 PRJNA264980
      1 PRJNA264979
      1 PRJNA264940
      1 PRJNA264543
      1 PRJNA264539
      1 PRJNA264444
      1 PRJNA264442
      1 PRJNA264338
      1 PRJNA264268
      1 PRJNA264264
      1 PRJNA264141
      1 PRJNA263868
      1 PRJNA263723
      1 PRJNA263557
      1 PRJNA263386
      1 PRJNA263343
      1 PRJNA263061
      1 PRJNA263060
      1 PRJNA263047
      1 PRJNA263025
      1 PRJNA263021
      1 PRJNA262950
      1 PRJNA262949
      1 PRJNA262837
      1 PRJNA262826
      1 PRJNA262561
      1 PRJNA262170
      1 PRJNA262098
      1 PRJNA262097
      1 PRJNA262095
      1 PRJNA262031
      1 PRJNA261982
      1 PRJNA261881
      1 PRJNA261798
      1 PRJNA261775
      1 PRJNA261745
      1 PRJNA261743
      1 PRJNA261703
      1 PRJNA261279
      1 PRJNA261236
      1 PRJNA260996
      1 PRJNA260954
      1 PRJNA260744
      1 PRJNA260683
      1 PRJNA260496
      1 PRJNA260322
      1 PRJNA260317
      1 PRJNA260316
      1 PRJNA260124
      1 PRJNA259935
      1 PRJNA259933
      1 PRJNA259898
      1 PRJNA259858
      1 PRJNA259789
      1 PRJNA259767
      1 PRJNA259563
      1 PRJNA259152
      1 PRJNA258580
      1 PRJNA258558
      1 PRJNA258484
      1 PRJNA258483
      1 PRJNA258417
      1 PRJNA258406
      1 PRJNA258302
      1 PRJNA258301
      1 PRJNA258248
      1 PRJNA258204
      1 PRJNA258119
      1 PRJNA257903
      1 PRJNA257891
      1 PRJNA257868
      1 PRJNA257848
      1 PRJNA257760
      1 PRJNA257436
      1 PRJNA257377
      1 PRJNA257346
      1 PRJNA257344
      1 PRJNA257300
      1 PRJNA256898
      1 PRJNA256476
      1 PRJNA256465
      1 PRJNA256120
      1 PRJNA256113
      1 PRJNA255571
      1 PRJNA255570
      1 PRJNA255566
      1 PRJNA255561
      1 PRJNA255551
      1 PRJNA255462
      1 PRJNA255319
      1 PRJNA254961
      1 PRJNA254934
      1 PRJNA254818
      1 PRJNA254724
      1 PRJNA254449
      1 PRJNA254446
      1 PRJNA254445
      1 PRJNA254417
      1 PRJNA254370
      1 PRJNA254158
      1 PRJNA254072
      1 PRJNA253947
      1 PRJNA253602
      1 PRJNA253365
      1 PRJNA253363
      1 PRJNA253362
      1 PRJNA253361
      1 PRJNA253360
      1 PRJNA253357
      1 PRJNA253356
      1 PRJNA253035
      1 PRJNA252992
      1 PRJNA252989
      1 PRJNA252984
      1 PRJNA252901
      1 PRJNA252802
      1 PRJNA252799
      1 PRJNA252789
      1 PRJNA252788
      1 PRJNA252785
      1 PRJNA252784
      1 PRJNA252589
      1 PRJNA252422
      1 PRJNA252034
      1 PRJNA252002
      1 PRJNA251903
      1 PRJNA251902
      1 PRJNA251901
      1 PRJNA251898
      1 PRJNA251897
      1 PRJNA251896
      1 PRJNA251764
      1 PRJNA251536
      1 PRJNA251402
      1 PRJNA251385
      1 PRJNA251384
      1 PRJNA251325
      1 PRJNA248909
      1 PRJNA248730
      1 PRJNA248555
      1 PRJNA248339
      1 PRJNA248338
      1 PRJNA248337
      1 PRJNA248336
      1 PRJNA248333
      1 PRJNA248330
      1 PRJNA247774
      1 PRJNA247772
      1 PRJNA247764
      1 PRJNA247716
      1 PRJNA247567
      1 PRJNA247479
      1 PRJNA247390
      1 PRJNA247389
      1 PRJNA247375
      1 PRJNA246771
      1 PRJNA246743
      1 PRJNA246673
      1 PRJNA246614
      1 PRJNA246580
      1 PRJNA246557
      1 PRJNA246516
      1 PRJNA246514
      1 PRJNA246513
      1 PRJNA246347
      1 PRJNA246330
      1 PRJNA246088
      1 PRJNA246036
      1 PRJNA245932
      1 PRJNA245882
      1 PRJNA245578
      1 PRJNA245433
      1 PRJNA245387
      1 PRJNA245379
      1 PRJNA245370
      1 PRJNA245324
      1 PRJNA245217
      1 PRJNA245180
      1 PRJNA245170
      1 PRJNA245090
      1 PRJNA245054
      1 PRJNA244915
      1 PRJNA244808
      1 PRJNA244794
      1 PRJNA244738
      1 PRJNA244608
      1 PRJNA244602
      1 PRJNA244583
      1 PRJNA244553
      1 PRJNA244548
      1 PRJNA244502
      1 PRJNA244413
      1 PRJNA243876
      1 PRJNA243843
      1 PRJNA243557
      1 PRJNA243323
      1 PRJNA243321
      1 PRJNA243037
      1 PRJNA243003
      1 PRJNA242850
      1 PRJNA242835
      1 PRJNA242488
      1 PRJNA242225
      1 PRJNA242133
      1 PRJNA242
      1 PRJNA241498
      1 PRJNA241485
      1 PRJNA241482
      1 PRJNA241423
      1 PRJNA241122
      1 PRJNA240915
      1 PRJNA240914
      1 PRJNA240913
      1 PRJNA240144
      1 PRJNA239954
      1 PRJNA239868
      1 PRJNA239841
      1 PRJNA239574
      1 PRJNA239544
      1 PRJNA239191
      1 PRJNA239190
      1 PRJNA239126
      1 PRJNA238425
      1 PRJNA238423
      1 PRJNA238420
      1 PRJNA238408
      1 PRJNA238336
      1 PRJNA238006
      1 PRJNA237730
      1 PRJNA237729
      1 PRJNA237576
      1 PRJNA237535
      1 PRJNA237272
      1 PRJNA237258
      1 PRJNA237253
      1 PRJNA237111
      1 PRJNA237095
      1 PRJNA237021
      1 PRJNA236790
      1 PRJNA236439
      1 PRJNA236438
      1 PRJNA236436
      1 PRJNA236434
      1 PRJNA236406
      1 PRJNA236405
      1 PRJNA236207
      1 PRJNA235944
      1 PRJNA235385
      1 PRJNA235271
      1 PRJNA235269
      1 PRJNA235268
      1 PRJNA235267
      1 PRJNA235251
      1 PRJNA235248
      1 PRJNA235195
      1 PRJNA235181
      1 PRJNA235165
      1 PRJNA235161
      1 PRJNA235160
      1 PRJNA234937
      1 PRJNA234924
      1 PRJNA234278
      1 PRJNA233929
      1 PRJNA233900
      1 PRJNA233872
      1 PRJNA233847
      1 PRJNA233817
      1 PRJNA233789
      1 PRJNA233735
      1 PRJNA233472
      1 PRJNA233347
      1 PRJNA233318
      1 PRJNA232974
      1 PRJNA232744
      1 PRJNA232549
      1 PRJNA232477
      1 PRJNA232476
      1 PRJNA232458
      1 PRJNA232121
      1 PRJNA232102
      1 PRJNA232047
      1 PRJNA231913
      1 PRJNA231877
      1 PRJNA231757
      1 PRJNA231533
      1 PRJNA231232
      1 PRJNA231226
      1 PRJNA231225
      1 PRJNA231224
      1 PRJNA231223
      1 PRJNA231215
      1 PRJNA231092
      1 PRJNA231087
      1 PRJNA231045
      1 PRJNA231044
      1 PRJNA231043
      1 PRJNA231041
      1 PRJNA230836
      1 PRJNA230832
      1 PRJNA230567
      1 PRJNA230050
      1 PRJNA229736
      1 PRJNA229732
      1 PRJNA229552
      1 PRJNA229547
      1 PRJNA229534
      1 PRJNA229531
      1 PRJNA229529
      1 PRJNA229527
      1 PRJNA229203
      1 PRJNA229066
      1 PRJNA228949
      1 PRJNA228944
      1 PRJNA227335
      1 PRJNA227307
      1 PRJNA227244
      1 PRJNA227069
      1 PRJNA227015
      1 PRJNA226735
      1 PRJNA226259
      1 PRJNA226220
      1 PRJNA225874
      1 PRJNA225866
      1 PRJNA225845
      1 PRJNA224122
      1 PRJNA224121
      1 PRJNA224120
      1 PRJNA224119
      1 PRJNA224118
      1 PRJNA224088
      1 PRJNA223499
      1 PRJNA223496
      1 PRJNA223487
      1 PRJNA223482
      1 PRJNA223480
      1 PRJNA223478
      1 PRJNA223476
      1 PRJNA223475
      1 PRJNA223473
      1 PRJNA223470
      1 PRJNA223466
      1 PRJNA223464
      1 PRJNA223461
      1 PRJNA223460
      1 PRJNA223447
      1 PRJNA223440
      1 PRJNA223434
      1 PRJNA223271
      1 PRJNA223067
      1 PRJNA223066
      1 PRJNA223042
      1 PRJNA223040
      1 PRJNA223012
      1 PRJNA223011
      1 PRJNA223008
      1 PRJNA223007
      1 PRJNA222779
      1 PRJNA222642
      1 PRJNA222587
      1 PRJNA222566
      1 PRJNA222564
      1 PRJNA222556
      1 PRJNA222534
      1 PRJNA222524
      1 PRJNA222410
      1 PRJNA221497
      1 PRJNA221496
      1 PRJNA221494
      1 PRJNA221493
      1 PRJNA221491
      1 PRJNA221487
      1 PRJNA221486
      1 PRJNA221485
      1 PRJNA221354
      1 PRJNA221041
      1 PRJNA220996
      1 PRJNA219691
      1 PRJNA219499
      1 PRJNA219482
      1 PRJNA219446
      1 PRJNA219418
      1 PRJNA219341
      1 PRJNA219100
      1 PRJNA219
      1 PRJNA218842
      1 PRJNA218564
      1 PRJNA218492
      1 PRJNA218211
      1 PRJNA218060
      1 PRJNA218020
      1 PRJNA217688
      1 PRJNA217506
      1 PRJNA217373
      1 PRJNA217363
      1 PRJNA217196
      1 PRJNA217193
      1 PRJNA217189
      1 PRJNA217186
      1 PRJNA217185
      1 PRJNA217183
      1 PRJNA217069
      1 PRJNA217058
      1 PRJNA217057
      1 PRJNA216942
      1 PRJNA216939
      1 PRJNA216937
      1 PRJNA216936
      1 PRJNA216935
      1 PRJNA216926
      1 PRJNA216924
      1 PRJNA216923
      1 PRJNA216439
      1 PRJNA216121
      1 PRJNA215997
      1 PRJNA215705
      1 PRJNA215701
      1 PRJNA215659
      1 PRJNA215274
      1 PRJNA215137
      1 PRJNA215084
      1 PRJNA215076
      1 PRJNA214962
      1 PRJNA214961
      1 PRJNA214898
      1 PRJNA214773
      1 PRJNA214615
      1 PRJNA214563
      1 PRJNA214452
      1 PRJNA214450
      1 PRJNA214449
      1 PRJNA214448
      1 PRJNA214301
      1 PRJNA214265
      1 PRJNA213997
      1 PRJNA213996
      1 PRJNA213993
      1 PRJNA213979
      1 PRJNA213887
      1 PRJNA213851
      1 PRJNA213809
      1 PRJNA213804
      1 PRJNA213790
      1 PRJNA213785
      1 PRJNA213784
      1 PRJNA213782
      1 PRJNA213781
      1 PRJNA213778
      1 PRJNA213769
      1 PRJNA213758
      1 PRJNA213743
      1 PRJNA213484
      1 PRJNA213461
      1 PRJNA213458
      1 PRJNA213457
      1 PRJNA213452
      1 PRJNA213450
      1 PRJNA213449
      1 PRJNA213448
      1 PRJNA213357
      1 PRJNA213355
      1 PRJNA213353
      1 PRJNA213352
      1 PRJNA213303
      1 PRJNA213257
      1 PRJNA213254
      1 PRJNA213253
      1 PRJNA213252
      1 PRJNA212912
      1 PRJNA212545
      1 PRJNA212458
      1 PRJNA212454
      1 PRJNA212452
      1 PRJNA212440
      1 PRJNA212435
      1 PRJNA212396
      1 PRJNA212345
      1 PRJNA211977
      1 PRJNA211974
      1 PRJNA210020
      1 PRJNA209861
      1 PRJNA209860
      1 PRJNA209808
      1 PRJNA209806
      1 PRJNA209805
      1 PRJNA209804
      1 PRJNA209795
      1 PRJNA209587
      1 PRJNA209573
      1 PRJNA209398
      1 PRJNA209346
      1 PRJNA209318
      1 PRJNA209312
      1 PRJNA209289
      1 PRJNA209239
      1 PRJNA209223
      1 PRJNA209218
      1 PRJNA208975
      1 PRJNA208966
      1 PRJNA208893
      1 PRJNA208744
      1 PRJNA208361
      1 PRJNA20777
      1 PRJNA207361
      1 PRJNA206117
      1 PRJNA206050
      1 PRJNA206048
      1 PRJNA206047
      1 PRJNA205960
      1 PRJNA205596
      1 PRJNA205588
      1 PRJNA20551
      1 PRJNA205485
      1 PRJNA205406
      1 PRJNA205336
      1 PRJNA20525
      1 PRJNA204959
      1 PRJNA203569
      1 PRJNA203566
      1 PRJNA203565
      1 PRJNA203564
      1 PRJNA203401
      1 PRJNA203385
      1 PRJNA203240
      1 PRJNA203074
      1 PRJNA203073
      1 PRJNA203072
      1 PRJNA203071
      1 PRJNA203070
      1 PRJNA202893
      1 PRJNA202344
      1 PRJNA202324
      1 PRJNA202245
      1 PRJNA202182
      1 PRJNA202181
      1 PRJNA202180
      1 PRJNA202177
      1 PRJNA202170
      1 PRJNA202169
      1 PRJNA202168
      1 PRJNA202166
      1 PRJNA202154
      1 PRJNA202123
      1 PRJNA202110
      1 PRJNA202
      1 PRJNA201414
      1 PRJNA201413
      1 PRJNA201410
      1 PRJNA201408
      1 PRJNA20127
      1 PRJNA201080
      1 PRJNA200605
      1 PRJNA200604
      1 PRJNA200546
      1 PRJNA200105
      1 PRJNA19959
      1 PRJNA19957
      1 PRJNA19955
      1 PRJNA198890
      1 PRJNA198885
      1 PRJNA198877
      1 PRJNA198763
      1 PRJNA198460
      1 PRJNA197438
      1 PRJNA197302
      1 PRJNA197214
      1 PRJNA196996
      1 PRJNA196925
      1 PRJNA196817
      1 PRJNA196800
      1 PRJNA196740
      1 PRJNA196732
      1 PRJNA196729
      1 PRJNA196573
      1 PRJNA196562
      1 PRJNA196485
      1 PRJNA196467
      1 PRJNA19645
      1 PRJNA196397
      1 PRJNA196308
      1 PRJNA196128
      1 PRJNA196122
      1 PRJNA195879
      1 PRJNA19585
      1 PRJNA195830
      1 PRJNA195828
      1 PRJNA195773
      1 PRJNA195772
      1 PRJNA195752
      1 PRJNA195715
      1 PRJNA19571
      1 PRJNA195691
      1 PRJNA195681
      1 PRJNA195679
      1 PRJNA195673
      1 PRJNA195672
      1 PRJNA195664
      1 PRJNA195662
      1 PRJNA195660
      1 PRJNA195659
      1 PRJNA195656
      1 PRJNA195655
      1 PRJNA195650
      1 PRJNA195640
      1 PRJNA195638
      1 PRJNA195633
      1 PRJNA195542
      1 PRJNA195541
      1 PRJNA194906
      1 PRJNA194793
      1 PRJNA194707
      1 PRJNA194648
      1 PRJNA194465
      1 PRJNA19399
      1 PRJNA19391
      1 PRJNA19389
      1 PRJNA193667
      1 PRJNA19365
      1 PRJNA193616
      1 PRJNA193614
      1 PRJNA193600
      1 PRJNA19349
      1 PRJNA193445
      1 PRJNA193387
      1 PRJNA193386
      1 PRJNA193385
      1 PRJNA193299
      1 PRJNA19309
      1 PRJNA19307
      1 PRJNA192916
