SRA_Accession,Sample,Omega_P_High,Omega_P_Med,Omega_P_Low,Omega_N_High,Omega_N_Med,Omega_N_Low,Omega_Fe_High,Omega_Fe_Med,Omega_Fe_Low,Theta,Pro_SCCG,cirA,expD,febB,fepB,fepC,tolQ,tonB,crp1390,PMM0804,isiA,dpsA,fur,futA,futB,futC,isiB,focA,moaA,moaB,moaD,moaE,moeA,narB,moaC,mobA,napA,tauE,cynA,cynS,nirA,unkN1,unkN2,ureA,ureB,ureC,ureD,ureE,ureF,ureG,urtA,dadA,amt1,carA,carB,gdhA,glnA,glnB,glsF,nadB,ntcA,pipX,speA,speB,amtB,thiO,phoA,phoX,PMM707,PMM721,acr3,arsR,chrA,gap1,mfs,phoB,phoE,phoR,ptrA,unkP1,unkP2,unkP3,unkP4,unkP5,PMM719,PMM722,phnD,ppA,ppK,ppX,pstA,pstB,pstC,pstS,sqdB,Cruise,Cruise_Station,Depth_m_,Year,Month,Day,Local_Hour,LatitudeDegN,LongitudeDegE
SAMN15783027,I9N2016_229_meta,-0.052767052,0.15710105,0.111254361,0.604568787,0.311285709,0.043170533,-0.265816037,-0.409436818,0.282543906,1.843721012,115.524147,0.002360611,0.005452557,0.009786146,0.008479316,0.004789954,0.004105002,0.004352761,1.569406976,1.104090392,3.317978721,0,1.324342083,1.288592427,1.191784896,1.117869437,1.281521116,0.001034568,0.428818719,0.397922843,0.00024045,0.301844863,0.338357135,0.631110801,0.290000476,0,0.47770075,0.00097325,0.139117105,0.178290404,0.422907116,0.001631407,0,1.331683359,1.402142432,1.650644657,0.973762289,0.897863771,0.983069438,1.129029228,1.665210242,0.9375138,1.697335252,1.111636076,1.317098216,0.005294819,1.506697702,3.183486183,1.423573444,1.376083977,1.41082206,1.098206614,1.139828968,1.640855543,0.001997046,1.187808982,0.166785044,0.165789796,0.151425774,0.764384705,0.048897678,0.966970561,0.424619363,1.103995588,1.099171018,0.455705424,0.371344041,0.381277429,0.02156612,0.453718641,0.607067476,0.037998305,0.156059747,0.180857173,0.838417155,1.089623969,0.005067041,1.393883574,1.013643043,1.25164822,1.356590352,1.387117184,1.403686511,2.142347091,1.387258573,IO9N,193,7,2016,4,24,3,16.49956,89.8496783
SAMN15783028,I9N2016_230_meta,-0.193932928,0.118845361,0.034457936,0.620424063,0.327060225,0.006904492,-0.265816037,-0.414811325,0.122697768,1.828417146,66.16708161,0.00361168,0.003148595,0.003681434,0.009670167,0.004139935,0.000493388,0.00902059,1.316784288,1.182287834,3.091514262,0,1.326875523,1.235923265,1.117601226,1.03832447,1.358280511,0.000513718,0.34521065,0.387754228,0,0.356001126,0.370529837,0.702274733,0.274153208,0.001029817,0.445671274,0.000859616,0.162400008,0.103103717,0.436130571,0.002444479,0,1.472769276,1.381097297,1.538316126,1.145848908,0.809033685,0.980871622,1.192432398,1.643513452,1.056311139,1.641730225,1.176415747,1.282958279,0.007824396,1.340995087,2.685394557,1.421768871,1.227084164,1.301146282,1.313647083,1.034771019,1.866721714,0.000856927,1.328139901,0.164199958,0.115326027,0.104945459,0.606450708,0.048224888,0.84866972,0.474706488,1.0413453,1.015223753,0.491226891,0.340279507,0.460217874,0.032511211,0.414044788,0.708793684,0.046784415,0.065928203,0.179716503,0.833402061,1.244533966,0.006599483,1.277172888,1.04755933,1.102401963,1.278425632,1.340971514,1.31282578,2.079381235,1.517654678,IO9N,NA,7,2016,4,24,6.08333333,16.819905,89.8496333
SAMN15783029,I9N2016_231_meta,0.039947836,0.381808693,0.463807533,0.314182697,0.201758128,0.152753351,-0.265816037,-0.553632253,0.476637185,1.953989526,107.6393703,0.000708302,0.006352913,0.000606359,0.007546129,0.008125163,0.006592588,0.000489659,1.694900985,1.101614725,3.359559315,0.00065195,1.529431871,1.2881216,1.236132116,1.125842586,1.350733614,0.00077419,0.351251996,0.27016888,0.001290317,0.248144312,0.262291937,0.65298912,0.255348918,0.000958114,0.414483086,0.001609824,0.157640641,0.139458836,0.384918394,0,0,1.184832772,1.350245393,1.739817266,0.8965332,0.909642383,0.840726761,1.16948675,1.695143997,0.943924008,1.892830122,1.135114657,1.431723805,0.007077922,1.731236644,2.798711264,1.407854549,1.464773116,1.537196566,1.199420515,1.193905035,1.770880596,0.004792471,1.005560268,0.228760118,0.175942662,0.208560275,0.580599143,0.060694665,1.023283231,0.618216338,1.308416209,1.340401279,0.649132161,0.49690074,0.53054327,0.018433697,0.816377835,0.620623952,0.051566738,0.084015834,0.195749951,1.018762674,1.15612729,0.001508041,1.558966036,0.934539928,1.251667444,1.55214858,1.600679639,1.752881509,2.422810578,1.516323901,IO9N,194,7,2016,4,24,8.5,16.9983783,89.83405
SAMN15783030,I9N2016_232_meta,0.716015928,0.746235361,0.438368811,0.392533207,0.258528065,0.174160747,-0.265816037,-0.678957426,0.325777198,0.055809575,107.9864598,0.000336593,0.000771702,0.00035617,0.000946148,0.001640184,0.000636455,0.000369361,1.901881146,0.920917811,3.20965199,0,1.243798748,1.259217796,1.304247564,1.164897658,1.308622602,0,0.355187454,0.357601885,0,0.223374294,0.307581431,0.648529242,0.281032795,0.000187596,0.411892052,0.000624711,0.165754739,0.123347129,0.364813617,0,0,1.311495558,1.390015045,1.826468312,1.010771304,0.812490022,0.831498653,1.259987975,1.796065236,0.973897026,1.899264806,1.299243172,1.458457858,0.009461843,1.745169365,2.812465501,1.43702555,1.413916136,1.577992331,1.178356914,1.186185657,1.705674704,0.005206414,0.985177125,0.423105868,0.348217969,0.360172388,0.828497157,0.145950085,1.179454871,0.813935846,1.582919025,1.703730649,0.877722796,0.764857583,0.707612921,0.029571995,0.844398224,0.565932945,0.093140532,0.044980563,0.270007685,0.942343263,1.053319621,0.003424259,1.59157961,1.018481618,1.180734555,1.610419403,1.56551898,1.784449927,2.225041482,1.51525997,IO9N,NA,7,2016,4,24,11,17.1236567,89.8497117
SAMN15783032,I9N2016_233_meta,0.652991542,0.682988297,0.511709905,0.308708248,0.200264661,0.226131075,-0.265816037,-0.656141498,0.604665672,0.020680631,186.1286149,0.00203705,0.001237812,0.000169069,0.000590097,0.002175058,0,0,1.807948946,1.020202214,3.600152003,0,1.584585386,1.40177711,1.326013011,1.103735939,1.329444617,0,0.308017729,0.342122504,0,0.254105455,0.26695543,0.541691973,0.279155614,0.000870702,0.421419479,0.000184773,0.169278018,0.146730855,0.342676776,0,0,1.100803814,1.394832614,1.951238652,0.894845148,0.756730755,0.900591829,1.185470334,1.846055258,0.963952643,2.145267336,1.202895585,1.501905499,0.007144996,1.859212337,2.954135603,1.468550148,1.53087007,1.884631311,0.909342616,1.084744001,1.75892921,0.002930525,0.927231712,0.436986311,0.319953676,0.308961987,0.689729389,0.120482933,1.243218681,0.644930039,1.6131357,1.655708113,0.673907505,0.788800971,0.562420425,0.030193144,0.81015093,0.781685544,0.086236203,0.086358432,0.279561984,1.15626165,0.947917735,0.000255839,1.759015192,0.892822121,1.213844391,1.529190881,1.536455454,1.924072851,2.467584374,1.570308622,IO9N,195,7,2016,4,24,13.25,17.50133,89.8628
SAMN15783034,I9N2016_234_meta,-0.444602165,-0.186997161,0.037311061,0.000220487,0.291192901,0.094595653,-0.265816037,-0.019309277,0.12609711,1.734945094,33.90871239,0.009961141,0.005999384,0.025366338,0.003804068,0.023716041,0.008918224,0.009494236,1.397320411,1.009462643,3.060562935,0.001160099,1.251184458,1.191695737,1.099600972,1.208031903,1.411072332,0.008827882,0.266779444,0.188265432,0,0.128269365,0.234345966,0.500703682,0.233682371,0.005811291,0.350465885,0,0.037599429,0.125535783,0.260450469,0.010245097,0.003932126,1.43493404,1.411690303,1.68040954,1.115274709,0.993107072,1.158019443,1.288340233,1.455791988,1.070709858,1.91803518,1.148169183,1.64828731,0.014015864,1.588030856,2.540549482,1.423714219,1.261939289,1.276341009,1.352359751,1.083273783,1.528745392,0.014903354,1.350395214,0.0712309,0.059426225,0.076399888,0.422402722,0.016247732,0.477677135,0.295462263,0.981193952,0.919258244,0.388167046,0.30434201,0.300942834,0.023416542,0.260105822,0.462726983,0.016913925,0.069129542,0.059213193,0.923321641,1.690678307,0.022467757,1.198345525,0.969407677,1.101309254,1.305830103,1.427057748,1.020709116,2.26049659,1.307565174,IO9N,NA,7,2016,4,24,16.4,17.6369817,89.852945
SAMN15783035,I9N2016_235_meta,0.959417305,0.347305676,-0.067730196,-0.732231998,-0.446835676,0.197244596,-0.265816037,-0.520750981,-0.422194481,0.42100559,42.79003629,0.004624442,0.001603818,0.001743211,0.004447151,0.006658758,0.000883399,0.003195887,1.31832404,0.901669114,2.294601069,0,1.308792633,1.01273463,1.018357063,1.048649672,1.051477468,0.021063684,0.084751876,0.117132904,0.002318445,0.038088843,0.111689152,0.179688938,0.099298144,0.001936734,0.093190638,0.002411183,0.032896671,0.052898144,0.10743508,0.003122564,0,1.154613197,1.324659849,1.556190982,0.654719071,0.588600495,0.746953473,0.849900864,1.20745714,1.500858395,1.676065657,1.042912197,1.390871198,0.007288796,1.20484264,2.746315032,1.491993502,1.413764904,1.15641829,1.055858314,1.367555371,1.776045003,0.019731064,1.456141348,0.24380197,0.505318215,0.187571175,0.456213,0.046254424,0.92129079,0.634949664,1.039374381,0.909600093,0.702257593,0.508992303,0.713903926,0.042396189,0.72130657,0.730866628,0.059231933,0.049041433,0.326995676,0.750126551,0.831064031,0.012052598,1.130977256,1.484147906,1.071845304,1.052575423,1.492296906,1.080664915,1.601412409,1.60217903,IO9N,196,7,2016,4,24,18.75,17.883125,89.85993
SAMN15783033,I9N2016_236_meta,0.743672545,0.263782316,0.289803747,-0.699059583,-0.622720768,0.375735183,-0.265816037,-0.621778941,-0.027913385,0.27208366,101.2543082,0.001705722,0.000629361,0.000230213,0.004868689,0.006562352,0.003258102,0,1.641676267,0.734606581,3.070426941,0.006815102,1.252416644,1.245956024,1.222447842,0.807845444,1.165821342,0.000563112,0.143306904,0.155982888,0,0.045336688,0.085851038,0.192537163,0.099167655,0.000800275,0.156124091,0.000313528,0.057201202,0.04922491,0.154327412,0,0,0.784548779,1.149014607,1.77919046,0.592343668,0.531651169,0.448428349,0.863789477,1.224452944,0.999698045,2.249436473,0.916183504,1.344324976,0.001275625,1.410200342,3.326306827,1.624032102,1.765102213,1.791131604,0.990369942,1.256558035,1.932024495,0.00239205,0.956361379,0.311278294,0.400950634,0.188173063,0.504095122,0.047856703,0.715930327,0.468983033,1.238293402,1.272073042,0.61196739,0.726977892,0.489918646,0.027774947,0.560682754,0.543715842,0.090372372,0.035260731,0.198014268,0.849067239,0.830698918,0.001074669,1.813410703,1.112982635,1.113598157,1.194139248,1.433748567,1.601690585,1.982319773,1.87010184,IO9N,NA,7,2016,4,24,21.1666667,17.6312383,89.921725
SAMN15783031,I9N2016_237_meta,0.592699806,0.298516733,-0.098692726,-0.710011333,-0.352105191,0.238925598,-0.265816037,-0.435510958,-0.211009732,0.305731263,74.52441363,0.002972114,0.000624877,0.008914336,0.005466764,0.008443715,0.01401787,0.001682081,1.194111577,0.98274045,2.713535365,0,1.098327786,1.249877912,1.147612446,0.984023671,1.263038963,0.002486528,0.125040351,0.122202514,0.000319486,0.096444789,0.12420184,0.153370566,0.082857373,0,0.113274785,0.00209441,0.032198176,0.01792145,0.15136492,0.00232133,0,1.045441182,1.305599879,1.36951529,0.736601504,0.757126983,0.861044683,1.002535197,1.20721137,1.21130883,1.832593693,0.895714486,1.254189318,0.01696892,1.331145109,2.680871959,1.554196538,1.480178981,1.428219953,1.25652401,1.4056707,1.777270204,0.005981137,1.265800687,0.276162103,0.359320514,0.382693383,0.613998059,0.061756593,0.833970365,0.579868285,1.007817674,1.085487834,0.674991886,0.56948893,0.60230958,0.028455479,0.582177991,0.613094072,0.075689833,0.057318914,0.145708272,0.811049711,0.931755399,0.003256714,1.195608747,1.22861685,1.078373211,1.113007651,1.155211542,1.272848868,1.669104973,1.716392883,IO9N,NA,7,2016,4,24,22.7833333,17.2860767,90.00935
SAMN15783036,I9N2016_238_meta,-0.193998469,0.027070104,0.181945137,0.248375586,-0.162371119,0.161692474,-0.265816037,-0.217860767,0.029845409,1.810438744,97.75781288,0.003622899,0.009477202,0.008715225,0.009654531,0.031171981,0.011758493,0.008466181,1.302421676,1.098794711,2.959517844,0,1.436140368,1.262961583,1.258968973,0.877164408,1.14279077,0.000482305,0.363470707,0.46007328,0.001786079,0.166595464,0.226356909,0.507792587,0.235212169,0.000697028,0.376651057,0.000243556,0.111195186,0.073563854,0.302554553,0.001122208,0,1.029451874,1.129723028,1.608923174,0.870008849,0.772918083,0.67386196,1.046081329,1.471168056,1.086370467,1.808846801,0.94118594,1.295041865,0.012684372,1.495022643,2.808355545,1.429781755,1.472477446,1.563442966,1.160655449,1.340945185,1.816488831,0.002002992,1.075438741,0.16651811,0.114417959,0.087451134,0.502973998,0.045966359,1.002900472,0.392917526,0.989228204,1.111253919,0.392807706,0.36545588,0.302573301,0.011880524,0.432449961,0.586970501,0.029111644,0.061123399,0.097532647,0.868575729,1.088790625,0.001980695,1.567875798,1.083743978,1.153855944,1.22940098,1.426853317,1.361462658,2.086687192,1.650307121,IO9N,NA,7,2016,4,25,1.36666667,15.402505,90.146205
SAMN15783037,N482014_001_meta,-0.64267801,-0.569569719,0.187475877,0.306409573,0.254820859,0.051089694,-0.265816037,0.056475466,0.30010966,1.549248577,150.2892609,0.005989455,0.012606409,0.013299916,0.025587099,0.062527021,0.028490305,0.004644415,1.658100591,1.088290219,2.994984268,0,1.322980717,1.340990421,1.207967673,1.071207796,1.403883584,0.000204284,0.343721048,0.336872259,0,0.236293302,0.273608029,0.596038436,0.259732327,0.000931292,0.385048975,0.000554486,0.21766621,0.169687788,0.347130242,0.00142248,0,1.110092514,1.533346305,1.900778971,0.890433646,0.868496751,0.920296785,1.163586901,1.549097729,1.040858758,1.750893134,1.193906169,1.426835644,0.079544557,1.693598644,2.758441228,1.336092702,1.32831781,1.415878488,1.151722438,1.103090511,1.908745598,0.004498732,1.000806396,0.011054751,0.010187031,0.008843836,0.626745557,0.007318561,0.254300923,0.070524147,0.254110468,0.292697112,0.056563114,0.056695666,0.054987351,0.000798665,0.047026865,0.689899752,0.000366939,0.112471435,0.032434186,0.74666214,1.212598327,0.004694009,1.507399245,1.00039173,1.157171238,1.428993096,1.580971707,1.625699018,1.639227783,1.409813145,NH1418,1,5,2014,9,20,NA,19.001,-158
SAMN15783038,N482014_017_meta,-0.678611804,-0.737621427,0.236233974,0.194064182,0.145393911,0.22899365,-0.265816037,1.036434543,0.43738513,1.456157824,203.1160497,0.014849751,0.029575964,0.029643049,0.06427948,0.155216453,0.046568269,0.012132904,1.951470203,1.114723077,3.342882857,0,1.438203733,1.281339299,1.306367981,1.019810743,1.199401187,0.000280714,0.363314999,0.366959448,0.000468885,0.156713093,0.270717832,0.466438801,0.236490319,0,0.389875902,0,0.248807491,0.174311215,0.328630704,0.000533184,0,1.008479065,1.374687939,2.032985885,0.824384713,0.722916354,0.692348611,1.175931242,1.747943431,0.955258703,2.039952848,1.23914315,1.51590045,0.356612869,1.873370014,2.817358251,1.333827596,1.506259711,1.674621077,0.945048966,1.115267366,1.903710053,0.004570292,0.869602607,0.001764019,0.000634122,0.00601495,0.557057747,0.003282196,0.048689101,0.012294191,0.062799379,0.061992448,0.003745381,0.005803938,0.004146136,0.002033534,0.015150426,0.626928723,7.84E-05,0.024007141,0.017155373,0.738980945,0.865434417,0.000578782,1.79950577,0.899244997,1.198305964,1.404783654,1.453843345,1.852604157,1.500119959,1.652138373,NH1418,4,5,2014,9,22,NA,13.002,-155.57
SAMN15783039,N482014_073_meta,-0.678661988,-0.742294574,0.025484746,0.184386087,0.003439703,0.27789777,-0.250781869,1.396204222,0.066539115,1.389410999,412.9450451,0.016165667,0.045767615,0.033795565,0.073480844,0.152410822,0.068542108,0.014198615,1.5476415,1.005761526,2.970562327,0,1.303961835,1.208818364,1.218974295,0.992053981,1.279698028,0.000140731,0.295787706,0.300649001,0,0.246582697,0.260587866,0.488388983,0.266040442,0.000151631,0.353209253,0.000128129,0.210672603,0.171842991,0.329081262,0.00014305,0,1.084050942,1.236751201,1.565168702,0.808001824,0.730148619,0.775870329,1.025844914,1.4102669,1.07040948,1.834974833,1.03146323,1.21064333,0.37359027,1.507309852,3.002086946,1.414713033,1.4699143,1.636955362,1.116000521,1.266581469,1.930571153,0.001418896,1.062979146,0.000261998,0.001188727,0,0.625125491,0.004622894,0.060845065,0.018007294,0.055511909,0.038706754,0.005819884,0.005584734,0.007299214,0.000995116,0.00394246,0.568434337,0.000796727,0.040686088,0.009230683,0.789753035,0.939960184,0.002758702,1.578408377,1.093429332,1.122330675,1.210797613,1.354591368,1.415498591,1.329911673,1.625682305,NH1418,5,5,2014,9,22,NA,11.999,-155.22
SAMN15783040,N482014_098_meta,-0.674257823,-0.762142852,-0.131168809,0.248553183,0.057860954,0.214158091,-0.265816037,0.975175332,-0.131788878,1.407643835,167.4965922,0.010190565,0.013857467,0.037248088,0.058002362,0.099885453,0.059671933,0.022511833,1.362459615,1.102204535,2.762113315,0,1.120965026,1.128707846,1.203960024,0.888162848,1.346227107,0.003593946,0.329689957,0.281145476,0,0.267568861,0.270838592,0.58455869,0.236673324,0,0.361680701,0.00030799,0.193189065,0.212280774,0.378475848,0.000495423,0,0.953351744,1.10708534,1.382870658,0.863201247,0.877285275,0.81068475,1.047411741,1.396454867,1.021332488,1.729155581,1.050274219,1.146025944,0.388863405,1.248695121,2.581158622,1.488479772,1.410106066,1.489292079,1.175801143,1.336372287,1.852521929,0.004523937,1.296037644,0.002256903,0.002032994,0.001804348,0.542240586,0.005863975,0.054377148,0.016879274,0.053004421,0.051294833,0.003197117,0.011585157,0.00628705,0.000533655,0.003864813,0.509356489,0.005143505,0.040623522,0.008664604,0.735552339,1.102510994,0.003343052,1.417238703,1.082768492,1.176053406,1.166310685,1.196583962,1.215938315,1.364343742,1.456407101,NH1418,5,20,2014,9,22,NA,11.999,-155.22
SAMN15783041,N482014_100_meta,-0.681155169,-0.77222291,0.104207172,-0.446394268,0.040937556,0.053819427,-0.265816037,2.401296747,0.331506449,1.249433336,171.3955386,0.033205348,0.031045606,0.073202723,0.088768701,0.234225551,0.097100612,0.020295934,1.644606739,1.06787453,3.178553556,3.41E-05,1.45842532,1.276671325,1.246301283,1.075718651,1.310524293,0,0.1901217,0.173690034,0,0.113315731,0.163698698,0.319266803,0.119570365,0.000268621,0.191230542,0.001836774,0.186781454,0.185887921,0.171565994,0.000402093,0,1.26195659,1.270485975,1.745950083,0.833795989,0.672241602,0.836597133,1.107948018,1.594416045,0.930185507,1.686989795,1.190338164,1.42691021,0.795951873,1.526867951,2.83062793,1.31641699,1.311121629,1.467966167,1.097746708,1.068912651,1.568558743,0.004641046,0.917841966,0.00081875,6.77E-05,0.000959444,0.42193261,0.003785761,0.096507066,0.014574256,0.069581179,0.044375379,0.002804125,0.003053764,0.002356701,0.001646388,0.005841731,0.527983682,0,0.033024927,0.003889638,1.068392212,0.931337776,0.001832569,1.476266607,1.008641391,1.180385363,1.413222308,1.371862902,1.60543727,1.385466332,1.368579911,NH1418,6,5,2014,9,23,NA,11.001,-154.87
SAMN15783043,N482014_114_meta,-0.679526272,-0.759410371,-0.132538104,-0.169093441,0.172010363,0.053328659,-0.224911015,2.38187221,-0.172812325,1.25360875,231.4961105,0.034722486,0.056537603,0.054283562,0.100302627,0.246172165,0.090024001,0.012540746,1.26829214,1.057259853,2.479388874,0,1.290182861,1.139359447,1.114649167,0.99413699,1.273729748,0.00010894,0.216960007,0.200278252,0.000394261,0.242546879,0.210731998,0.371556112,0.172851298,0.000182972,0.230465523,0.000125706,0.188801706,0.254465,0.198296335,0.000419214,0,1.178045155,1.264522702,1.341146093,1.059105808,1.031656402,0.882995926,1.136117785,1.231524147,1.160817269,1.281582306,1.091025498,1.265840135,0.728086451,1.269286746,2.559597162,1.220139807,1.217173527,1.29986824,1.119192314,1.382539219,1.685819291,0.002353451,1.264173406,0.001563561,0.00037729,0,0.556590218,0.002132091,0.124126297,0.017916129,0.072745455,0.071864493,0.003278287,0.002599117,0.002425325,0.001176287,0.001836406,0.469718886,0,0.036355229,0.002236094,1.243432288,1.081496379,0.001874921,1.101038172,1.188168879,1.187908363,1.139043762,1.220799933,1.118926382,1.271141045,1.308558277,NH1418,7,5,2014,9,23,NA,10.004,-154.52
SAMN15783045,N482014_130_meta,-0.671156573,-0.700063217,0.250499043,0.048921575,-0.04379823,0.295899221,-0.079573525,2.928787612,0.251722294,1.318109991,176.5360706,0.039654464,0.050981083,0.067532439,0.095993754,0.340378647,0.071264507,0.036222551,1.803751315,0.844982474,3.524089027,0,1.378464738,1.253354216,1.397939582,0.902252077,1.266893641,0.005391274,0.306708308,0.330478717,0,0.164866807,0.246779485,0.408050902,0.202024487,0.000834558,0.334774318,0.000202306,0.221730943,0.230231386,0.278044056,0.000159341,0,0.833401423,1.197623099,1.681743652,0.71929048,0.679332367,0.641575587,1.055608161,1.640126166,0.88553532,2.226673862,1.07447736,1.348188046,0.850073464,1.601227527,2.886157927,1.417259546,1.507699945,1.694610872,0.919128667,1.039889809,1.84671468,0.017182704,0.968105657,0.001240597,0.003550921,0,0.516395463,0,0.204857968,0.024758811,0.259972353,0.236407775,0.008236541,0.016654538,0.005724641,0.001845994,0,0.502662685,0.001006571,0.010599058,0.005753421,1.204054248,0.869803784,0.00184471,1.841455586,0.846448481,1.204292284,1.354202368,1.352981495,1.684271321,1.502155825,1.606676811,NH1418,9,5,2014,9,24,NA,7.0004,-153.13
SAMN15783046,N482014_162_meta,-0.64949846,-0.573457757,-0.397701624,0.823852084,0.184791712,-0.243940186,-0.265816037,-0.01302606,-0.286365178,1.481070177,103.1100839,0.006029901,0.001521313,0.021114872,0.028649215,0.03805731,0.01519745,0.007778039,1.05328867,1.154942488,2.222436766,0,1.16170113,1.148705534,1.133508288,0.96323413,1.26742639,0.001658932,0.362401776,0.355019211,0.000923655,0.472985236,0.389096945,0.792289571,0.388094543,0.00123239,0.377239948,0.001603567,0.180068705,0.1973313,0.381842426,0.002237037,0,1.075687141,1.188096804,1.178099008,1.046581769,1.025225731,1.092629146,1.053759016,1.067301879,1.165161692,1.035361672,1.108712935,1.243278003,0.103498771,1.069866226,2.305623823,1.2668827,1.151612927,1.230191259,1.124131934,1.284396817,1.897349713,0.00880511,1.218496393,0.01672541,0.005538347,0.008597049,0.688054867,0.00511299,0.197764129,0.061249135,0.185030835,0.161985894,0.042342657,0.021051663,0.039942255,0.004108813,0.046171931,0.763458191,0.001473772,0.210433484,0.057971093,0.66597051,1.083539221,0.005489366,1.056941168,1.272012308,1.138566135,1.059493167,1.127753954,1.103532603,1.249353867,1.0987826,NH1418,2,5,2014,9,20,NA,18.001,-157.65
SAMN15783047,N482014_210_meta,-0.681734105,-0.71661439,-0.223461936,-0.805935014,-0.638896588,0.077056474,3.947156452,1.528212097,0.154510853,1.056051099,298.5774105,0.014857689,0.041241317,0.025689027,0.061372337,0.29035006,0.076911102,0.015190742,1.800121953,1.041473698,3.544470639,0.001439575,0.931529699,1.02361803,1.448144756,0.998738586,1.209537721,0.010866587,0.083258764,0.08521892,0.004173228,0.033883527,0.053729277,0.156220817,0.090008436,0.002177298,0.133501512,0.004886487,0.076918029,0.055292224,0.080760617,0.001813569,0,0.832351824,1.007195609,1.384459848,0.540543703,0.557885137,0.501028351,0.811520161,1.335044059,0.134064306,1.627768813,0.961085869,2.275733502,1.293428132,1.572983794,2.660450319,1.220065936,1.271664646,1.281763077,0.955858635,1.028826379,1.035982979,0.506820497,1.390249937,0.000443043,0,0.001905058,0.0869434,0.000318026,0.264366826,0.00054319,0.7756085,0.76422994,0.002283347,0.001408836,0.001554529,0.000212055,0.002621125,0.034608557,0.000603511,0.005987396,0.001668041,1.174423152,0.578805388,0.005836528,1.306193926,0.911482291,1.057930955,1.23862425,1.26154536,1.461448627,1.217302992,1.434292287,NH1418,11,5,2014,9,25,NA,4.999,-152.43
SAMN15783048,N482014_226_meta,-0.680859813,-0.704125603,-0.26428041,-1.203585687,-1.352321034,0.288456338,4.453850799,1.293228946,0.337030223,1.00885388,157.0722789,0.015488913,0.047436635,0.023655465,0.045972116,0.234691867,0.060416076,0.014093354,2.085494288,1.021864207,3.857620432,0,0.979470481,1.069824411,1.545919094,0.949410922,1.247381521,0.005026181,0.005206164,0.011704063,0.004850663,0.003987962,0.003034545,0.003186693,0.002213864,0,0.006219934,0.001768471,0.006732777,0.009234287,0.018095961,0.001531183,0,0.454038308,0.600870268,0.898583402,0.30089456,0.283181732,0.230065335,0.465016239,0.716149616,0.035023327,1.656180739,0.905839055,2.515814719,1.25515988,1.64767582,3.171589217,1.314414408,1.380386114,1.50296399,0.935096794,1.031323842,0.899144138,0.702461459,1.419735104,0.000817123,0.000175967,5.84E-05,0.028410611,0.002367757,0.170142389,0.00097547,0.882344464,0.977388896,0.000454126,0.000967729,0.000746816,0.000663918,0.005013231,0.006972829,0.00198953,0.000529741,0.003944731,0.999858593,0.501681582,0.029667621,1.368201087,0.814690202,1.039875794,1.161388356,1.245916256,1.533256851,1.256325063,1.534392076,NH1418,12,5,2014,9,26,NA,3.0008,-151.74
SAMN15783050,N482014_242_meta,-0.681566153,-0.708380727,-0.227390763,-1.202295386,-1.367556961,0.197933678,4.47535783,1.566301942,0.127354263,1.00277692,221.5596871,0.016256521,0.024348328,0.048380255,0.069114103,0.229476242,0.07674427,0.016144287,1.844166946,0.948295043,4.052199101,0,0.86087246,0.955225843,1.432547594,0.968555688,1.340129723,0.006230747,0.005820495,0.004750527,0.002937329,0.012602388,0.00320796,0.00851739,0.000947269,0.000847832,0.004497273,0.00066269,0.003713027,0.001423162,0.005212843,0.001110907,0,0.458167966,0.587637413,0.885194252,0.302961318,0.282191328,0.251337822,0.484315568,0.690456069,0.036080401,1.664726095,0.933109721,2.537206937,1.270598387,1.528205576,2.884033957,1.318586557,1.338995376,1.378364326,0.972350917,0.943677053,0.873754884,0.753200371,1.419394684,0.00060353,0,0,0.007491449,0.001053586,0.209959956,0.000787188,0.916189006,0.886732858,0.001838816,0.002050561,0.001032062,0.000650104,0.009114129,0.001638815,0.001592985,0.002875655,0.000106199,0.95309511,0.580205726,0.036264637,1.28953596,0.86036632,1.014390159,1.170400858,1.439144198,1.552560092,1.233502956,1.479888307,NH1418,13,5,2014,9,26,NA,1.9997,-151.39
SAMN15783052,N482014_258_meta,-0.674210004,-0.725249912,-0.36425844,-1.199162775,-1.386821338,-0.009451057,4.340562019,0.993545181,-0.028487962,0.982951413,139.3690513,0.006024657,0.035067003,0.044790606,0.080943154,0.17594618,0.037614291,0.001349182,1.513455995,1.036543537,3.67383102,0,1.137437441,0.851683463,1.270664105,0.884562347,1.458128641,0.008268782,0.004630894,0.00721868,0,0.008070731,0.009085715,0.020665952,0.017199797,0,0.01115373,0.000503023,0.002661369,0.001809959,0.020418719,0.003622918,0.000546681,0.416019177,0.390791025,0.541465107,0.410778811,0.25569563,0.361784,0.413787193,0.638726029,0.049344792,1.429141284,1.06538949,2.125739259,1.147345075,1.40960427,2.94961049,1.249552087,1.138310422,1.231525199,0.941034153,0.993134721,0.94691354,0.638874454,1.438180975,0.001767622,0.002237042,0.00078993,0.020178672,0.001525882,0.189851125,0.004578791,0.793061456,0.856455438,0.004299844,0.002649991,0.007404392,0.000882884,0.007383171,0.007303323,0,0.004561372,0.000928555,1.065236463,0.778041373,0.052861268,1.078914905,0.98409631,1.080397765,1.116126856,1.22420598,1.075179959,1.486993892,1.18059819,NH1418,14,5,2014,9,27,NA,0.0001,-150.7
