SRA_Accession,Sample,Omega_P_High,Omega_P_Med,Omega_P_Low,Omega_N_High,Omega_N_Med,Omega_N_Low,Omega_Fe_High,Omega_Fe_Med,Omega_Fe_Low,Theta,Pro_SCCG,cirA,expD,febB,fepB,fepC,tolQ,tonB,crp1390,PMM0804,isiA,dpsA,fur,futA,futB,futC,isiB,focA,moaA,moaB,moaD,moaE,moeA,narB,moaC,mobA,napA,tauE,cynA,cynS,nirA,unkN1,unkN2,ureA,ureB,ureC,ureD,ureE,ureF,ureG,urtA,dadA,amt1,carA,carB,gdhA,glnA,glnB,glsF,nadB,ntcA,pipX,speA,speB,amtB,thiO,phoA,phoX,PMM707,PMM721,acr3,arsR,chrA,gap1,mfs,phoB,phoE,phoR,ptrA,unkP1,unkP2,unkP3,unkP4,unkP5,PMM719,PMM722,phnD,ppA,ppK,ppX,pstA,pstB,pstC,pstS,sqdB,Cruise,Cruise_Station,Depth_m_,Year,Month,Day,Local_Hour,LatitudeDegN,LongitudeDegE
ERR598976,ERR598976,0.706518813,0.808557728,-0.182307107,-1.032498542,-0.092037501,-0.806415018,-0.23740432,-0.514100266,-0.68724356,0.506179224,1221.640052,0.000835654,0.002752648,0.003728413,0.008085356,0.009631951,0.005883308,0.003048072,1.060871735,0.963440899,2.257121743,0,1.030328421,0.977255522,1.002829689,0.962070811,0.981318234,0.030139057,0.01750231,0.031454652,0.002686344,0.030976407,0.029248096,0.048408665,0.030566748,0.00272405,0.024824495,0.003743125,0.091465447,0.112992396,0.054703295,0.029278618,0.00435792,1.118182479,1.180204467,1.424467757,0.923056764,0.919262028,0.956000082,1.105435879,1.047629634,0.733815558,1.114397575,1.034719702,1.308350693,0.011434063,1.120386892,2.105701647,1.165101018,1.045690469,1.039548351,1.02550679,0.985058815,1.165498506,0.00437528,0.97017514,0.73235841,0.226802697,0.713315981,1.008502234,0.122831909,0.975746759,0.956869647,1.064398164,1.070957383,0.978546007,0.401573015,0.942478354,0.052182663,0.981091821,0.599608658,0.059788423,0.891466662,0.259487185,0.724968648,1.132093707,0.035829247,1.027315863,0.994840971,1.003390754,0.997106452,1.26331633,0.9448146,5.130282027,1.04329676,Tara,TARA_151,5,2012,3,9,8:59,36.1715,-29.023
ERR598978,ERR598978,-0.681071822,-0.744386055,-0.591239033,-1.25398665,-1.963299416,-0.327831581,3.867031111,0.752926396,-0.490186015,0.959103797,892.669415,0.00408529,0.043486006,0.02652138,0.05107015,0.127764773,0.051983163,0.005515006,1.048844784,0.95020823,2.580012057,0.002858084,0.984381814,0.815440952,1.277254503,0.98283533,1.061096467,0.000906506,0.001050408,0.002027739,0,0.000313482,0.000174732,0.000262131,0.002756794,0.000565275,0.000119665,0.000211896,0.000162122,0.000764485,0.001620922,0.000348203,0,0.079477569,0.065525054,0.162425425,0.064138131,0.060221373,0.066475435,0.089015058,0.082944683,0.14721925,1.024007006,1.046672494,2.134558696,0.952491359,1.10908484,2.179832409,1.183711925,1.015457619,1.058495721,1.004812067,1.071101107,1.033992568,0.612337038,1.384147811,0.00025761,0.000312105,1.03E-05,0.012309121,0.001734094,0.302903512,0.000826254,0.673138741,0.669392188,0.001115007,0.000177854,0.000453878,0.000586217,0.008507296,0.031119876,0.001876669,0.002660013,0.003510071,0.740876456,0.642632861,0.018863239,1.039296613,1.110100514,1.051381073,1.056209032,1.031253147,1.039320346,1.52647252,1.120772442,Tara,TARA_102,5,2011,4,21,20:07,-5.2529,-85.1545
ERR598979,ERR598979,-0.441283208,-0.400997822,-0.350364113,0.123029559,0.461952977,-0.350835596,-0.213600034,-0.525280407,-0.064392084,1.027251061,107.3060479,0.000239588,0.002101375,0.008015763,0.003868097,0.006674103,0.00805417,0.001367338,1.058917419,1.045188987,2.484445968,0.013768164,1.081175837,1.028783066,1.08029161,1.17070015,1.134787706,0.023021952,0.22298459,0.204211522,0.006508605,0.22896276,0.216246663,0.47808929,0.244675343,0.015325951,0.235375573,0.014138959,0.037593043,0.051423178,0.260296771,0.046923373,0.005976083,1.527569926,1.854828053,2.670590869,1.117757283,1.165732796,1.033807804,1.343614312,1.025100712,1.086406099,1.084621106,1.168791507,1.911754967,0.014423132,1.228379662,2.491007703,1.418186362,1.058195497,1.089570004,1.124413942,1.194539954,1.413652561,0.005996254,1.11990507,0.031104617,0.075940676,0.03798067,0.414366648,0.017310923,0.317121854,0.192398072,0.596122696,0.50347119,0.197193379,0.12995573,0.156197542,0.004798025,0.154553647,0.748970344,0,0.109189495,0.040263438,0.574507073,0.974755203,0.026087459,1.138678361,1.151982882,1.126095996,1.104205946,1.41568332,1.065466774,1.595765161,1.081411787,Tara,TARA_065,5,2010,7,12,5:59,-35.1728,26.2868
ERR598983,ERR598983,0.271907547,-0.507719158,-1.365175452,-0.639916977,1.458291593,-0.082856547,0.37488059,-0.204718845,-2.344584138,0.792057043,27.97828448,0.008497009,0.013140443,0.014538415,0.011640117,0,0.00153531,0.004531394,0.098366361,0.122043619,0.336510145,0,0.146299112,0.211674972,0.216812077,1.202017081,2.285536163,0.067525741,0.035850494,0.077332703,0,0.020366537,0.052449482,0.066966813,0.436258389,0,0.009173064,0.035032839,0.02117908,0.046609507,0.059460299,0.035540925,0.0023828,2.768530928,6.763593143,13.083246,0.1337681,0.110641364,0.119448338,2.932710923,0.260710424,0.151970942,0.875807171,2.633349993,10.76876637,0.184243458,3.135464643,4.129045117,4.602575588,0.3999132,0.142619252,0.276625794,0.331384012,0.203857143,0.214053697,0.143588719,0.160291106,0.286598623,0.116487605,0.29606067,0.076433448,0.125589598,0.0715714,0.704928032,0.275084224,0.25302901,0.065627428,0.106660721,0.090747682,0.070102678,0.12935202,0.054613616,0.230891872,0.163011578,0.039378504,0.284330667,0.041367204,0.17171967,0.579260165,0.139638064,0.340659917,5.787917578,0.151210054,1.318148493,0.432189017,Tara,TARA_145,5,2012,2,2,11:52,39.2305,-70.0377
ERR598984,ERR598984,-0.249097967,-0.097172712,-0.224806867,0.72008227,0.233037331,-0.372659945,-0.241271203,1.476175872,-0.240001216,1.428156644,2142.244216,0.011545023,0.034937935,0.046374803,0.091639494,0.103493042,0.079504413,0.020394912,1.127785772,1.114507627,2.275116213,0,1.183770712,1.125245082,1.125500066,1.13466525,1.1132295,0.003534783,0.354496008,0.37784316,0.002739673,0.368300829,0.371348322,0.726530799,0.393688328,0.002594481,0.365137085,0.002028358,0.116423295,0.115359573,0.36146438,0.003129071,0.000859505,1.232967191,1.190694507,1.262957447,1.191361807,1.167358013,1.128104679,1.143294519,1.127174539,1.08394316,1.087252824,1.1281043,1.198763643,0.133305324,1.128520939,2.373095007,1.152696867,1.115795128,1.161181776,1.19108227,1.196618068,1.516382184,0.002194645,1.13734239,0.163532681,0.095474912,0.168003205,0.734396974,0.013768066,0.593024086,0.375926327,0.645391309,0.608778471,0.366662027,0.156515164,0.375716232,0.02212989,0.383809486,0.737313674,0.012541191,0.17181431,0.14914064,0.83938603,1.110710142,0.007464535,1.143792242,1.15970462,1.182786085,1.11071179,1.179260247,1.111735255,1.956881878,1.159757956,Tara,TARA_072,5,2010,10,5,8:00,-8.7789,-17.9099
ERR598989,ERR598989,-0.680482386,-0.746087871,-0.571704507,-1.238912929,-0.865236432,-0.274801182,3.804731472,0.618686574,-0.455536219,0.969170301,2196.000507,0.006843597,0.033564807,0.022634388,0.044286362,0.138607317,0.039269297,0.005796604,1.091521329,1.015929576,2.525752259,0.000341443,1.029100263,0.851913098,1.278774706,1.001336615,1.064439026,0.000910247,0.004215349,0.005512317,0,0.003649181,0.003944343,0.006824491,0.004161138,0.000348029,0.004179825,0.000237927,0.003954754,0.006822395,0.004160976,0.001046526,1.73E-05,0.78475548,0.809590347,0.924441892,0.653152687,0.594043187,0.667574646,0.73250452,0.889885655,0.200260491,1.094983076,1.058239215,2.092481517,1.058435257,1.132210496,2.32824069,1.168920945,1.063212443,1.095398746,1.062177864,1.039048563,1.041116564,0.551903602,1.290217596,0.000688021,0.000362767,0.000246802,0.039556519,0.001966528,0.216603408,0.001770649,0.67654919,0.671569436,0.002794826,0.0007852,0.001837893,0.000619391,0.007153981,0.065001828,0.001845895,0.006553733,0.002087716,0.874287554,0.706791631,0.005278581,1.039981235,1.010890183,1.043520849,1.101103613,1.10868003,1.097953255,1.472653371,1.100707088,Tara,TARA_137,5,2011,12,2,14:12,14.2035,-116.6261
ERR598991,ERR598991,-0.144910414,0.207004976,-0.192710596,-0.913193696,0.073401321,-0.348613238,-0.237245822,-0.683049747,-0.216583531,0.466431999,368.3095589,0.000330671,0.001098021,0.000284801,9.36E-05,0.000191163,0.001138292,0.000239796,1.110539723,1.115196522,2.369828021,0.000335357,1.160571154,1.10315139,1.135237921,1.171393665,1.115250534,0.001223585,0.056776935,0.064800563,0,0.084481181,0.059080899,0.117966338,0.074425227,0.00076503,0.054658476,0,0.075582604,0.085782717,0.054683403,0,0,1.327427645,1.413168544,1.775284383,1.125028287,1.092643678,1.071536916,1.259284668,1.127470585,1.117428042,1.161836457,1.17344157,1.562523085,0.006347678,1.194614477,2.426016712,1.353699961,1.105282703,1.209636911,1.154151813,1.156834366,1.320420984,0.002432672,1.135981143,0.131285426,0.145747063,0.112000366,0.553194334,0.020590236,1.056833608,0.491832739,1.286285913,1.236488834,0.498062426,0.280812854,0.457743211,0.010123535,0.483958052,0.84220045,0.000752238,0.090436686,0.16954371,0.959337555,1.068772812,0.00341262,1.124349975,1.152541276,1.145277465,1.14271339,1.431624972,1.109539423,1.671325995,1.165716161,Tara,TARA_034,5,2010,1,20,4:27,18.3967,39.875
ERR598992,ERR598992,-0.681804886,-0.719861536,-0.579339344,-1.25404477,-1.621265856,-0.214059,4.594240858,1.933207904,-0.519306154,0.981229557,1802.137577,0.011665545,0.062493869,0.048799857,0.092687574,0.239443068,0.088934097,0.013500903,1.103741844,0.958790863,2.747354457,0.000426588,1.029667931,0.83344108,1.215589695,0.929213742,1.092712884,0.001587418,0.000758873,0.002895551,0,0.000254935,0.00067355,0.000866977,0.000989908,0.000408764,0.000628012,0.000269374,0.003048969,0.002549525,0.000963872,0.000516655,0.000361123,0.280006681,0.289462412,0.368918638,0.261327035,0.231067573,0.251462062,0.287046202,0.336944172,0.026910512,1.163710405,1.027465352,2.296812124,1.085964942,1.167616951,2.363124343,1.198703471,1.07628859,1.126865513,1.031457401,1.030294015,1.010009999,0.713041121,1.304668479,0.000179297,7.48E-05,4.07E-05,0.015429852,0.000996179,0.233845624,0.000520979,0.817851771,0.852806652,0.001515295,0.000492634,0.000657051,0.000166293,0.014519232,0.00218986,0.001013283,0.001824332,0.001405738,0.83944617,0.638204414,0.027884377,1.042174126,0.983952404,1.028406902,1.11401367,1.084514125,1.132784922,1.337236959,1.127928149,Tara,TARA_122,5,2011,7,26,17:10,-8.9971,-139.1963
ERR598993,ERR598993,0.967286163,1.827748929,-0.133233851,-0.812695991,-0.24159379,-0.564205223,-0.250007105,-0.684778733,-1.101713461,0.425923516,2476.819123,0.000391542,0.000688739,9.79E-05,0.001034368,0.000248731,0.000541793,0.000295043,0.899754354,0.848730473,1.60259995,0.00098591,0.89334329,0.859290133,0.948263015,0.852385839,0.93800042,0.092586123,0.022166142,0.043999902,0.001164768,0.059387255,0.068645273,0.110099849,0.059891134,0.000276598,0.057963027,0.000830986,0.109527786,0.1490878,0.135067169,0.083011626,3.20E-05,0.926203929,0.893583628,1.050990108,0.819147473,0.795790288,0.795241291,0.925104154,0.896120959,0.842012539,1.08286316,0.905318345,1.046498072,0.003362751,0.946689231,2.262452958,1.170028904,1.21373742,1.125407762,1.013032038,1.229943914,1.501369526,0.001723061,1.162502523,0.932065074,0.245671439,0.746695068,1.55630281,0.76333588,0.80174332,0.802410073,0.929472216,0.941125417,0.913503235,0.19316179,0.829278756,0.777887328,0.838613349,1.749937943,0.867616939,1.736345461,1.04887841,1.070707246,1.513936764,0.065448262,0.927398484,1.327476899,0.947317928,0.900936477,1.017034579,0.86390182,2.785626299,1.280731021,Tara,TARA_018,5,2009,11,2,8:13,35.759,14.2574
ERR598994,ERR598994,-0.66114466,-0.722177834,-2.227018552,-0.610840834,-0.907932011,-0.13811376,-0.265816037,0.143580883,-2.923725408,0.850769761,6.771168518,0.009884944,0.019546544,0,0.076200177,0,0.037048126,0,0.130931754,0.082428107,0.494555739,0,0.103252523,0.127241366,0.187653891,1.462327923,0.320457101,0,0.028373252,0.054897049,0,0.05050503,0.043544234,0.023447089,0.356449591,0.027197974,0.045628451,0.047860879,0.05054257,0.042243231,0.010756584,0.010385724,0,0.421121575,1.66640205,2.440269831,0.065190421,0.277901875,0.034825283,1.187249382,0.133546737,0.121911715,0.966144861,3.10313768,8.098364292,0.407059405,1.681004947,5.900174581,4.558843984,0.496439499,0.017280149,0.053726131,0.187599731,0.202066417,0.272001453,0.151817211,0.020117338,0,0,0.021363239,0.051857739,0.116432184,0.008305024,0.620237197,0.152241621,0.047405061,0.039770434,0.071412232,0.049634881,0.010701811,0.105489283,0.095899348,0.07097045,0.067228159,0.100261284,0.157223885,0.035713868,0.168280523,0.367221998,0.127066387,0.214090535,2.704287523,0.187993931,0.137319387,0.886135797,Tara,TARA_067,5,2010,9,7,6:19,-32.2401,17.7103
ERR598997,ERR598997,-0.680703721,-0.761943476,-0.637396444,-1.198029281,-0.921419246,-0.329076852,3.136052859,1.260506993,-0.361312696,0.987100495,257.699552,0.006675609,0.054146122,0.038149086,0.068297579,0.164692347,0.052679957,0.014604343,1.099449229,1.035914598,2.438299185,0.005809385,1.007843408,0.870652804,1.196574428,1.030039355,1.098837804,0.001587086,0.010874136,0.015090786,0,0.014356208,0.010374588,0.020228723,0.012288212,0,0.01248865,0.000313108,0.012773023,0.008416464,0.013143809,0,0.002451483,0.684861295,0.656085177,0.895990296,0.616294616,0.639212052,0.613921025,0.677406949,0.843303374,0.362018436,1.109148828,0.998589424,1.858190594,0.98678691,1.110092974,2.426782941,1.217183773,1.076379446,1.149285346,0.976916431,1.036171776,0.973050591,0.42777519,1.294039954,0.000179093,0.000476212,0,0.087569942,0.001539145,0.200794437,0.003067704,0.561491319,0.553016858,0.001942905,0.000651517,0.001707955,0.000238466,0.005173984,0.12135764,0,0.004497093,0.001293496,0.800810027,0.76628595,0.006964165,1.048286095,1.036350354,1.078460658,1.019833523,1.09077859,1.016492859,1.248633506,1.050620581,Tara,TARA_109,5,2011,5,12,14:00,1.9928,-84.5766
ERR599001,ERR599001,-0.281023646,0.17916791,-0.283582884,-0.782299529,-0.153245673,-0.808931815,-0.229634484,-0.277575666,-0.849950511,0.708377795,841.3501579,0.001460796,0.00501062,0.008428012,0.020487959,0.032479619,0.018069467,0.003271096,0.995227649,0.73660572,2.965507552,0.00117814,0.927037607,0.910376166,0.978069108,0.79139598,1.043393874,0.125237299,0.01513051,0.02228981,0.011536634,0.021024815,0.0234169,0.041722806,0.027102234,0.010767136,0.018663037,0.006606288,0.070838246,0.110325138,0.095624384,0.116170185,0.006323925,1.071776436,1.107123796,1.394109386,0.709696949,0.683307059,0.738729987,1.041658931,0.982762918,0.548293601,1.032461847,1.026325633,1.367290092,0.020558165,1.089428576,2.224985129,1.241753704,1.085963061,1.046659469,0.997068325,1.086136679,1.191443962,0.03838107,0.859087116,0.26500079,0.045137599,0.253820511,0.631184732,0.04001975,0.715620286,0.603006784,1.00484703,0.976324469,0.672181986,0.293425492,0.595882369,0.014487287,0.625745891,0.375275493,0.020018571,0.516131342,0.062351872,0.674122018,1.065543859,0.207891553,0.939589542,1.097581019,0.987954678,0.929855582,1.13965055,0.849893551,2.294810041,1.112988244,Tara,TARA_152,25,2012,3,20,8:48:42,43.7056,-16.8794
ERR599003,ERR599003,0.663646655,0.85639978,-0.4849442,-0.62812816,-0.036298451,-0.824737809,-0.250448717,-0.558257437,-0.68540421,0.509926701,345.286546,0.000105268,0.005188927,0.000229531,0.005174594,0.009481769,0.00358286,0.003642872,1.061521603,1.03922263,2.183612377,0,0.949790716,0.982716164,0.997316976,0.962975542,1.000826244,0.029558465,0.060567379,0.067605977,0.012871757,0.078594425,0.085442314,0.155150466,0.085388613,0.014768741,0.069214216,0.011550103,0.097594599,0.14365272,0.100590508,0.043254806,0.012154616,1.042698325,1.032606615,1.173377553,0.946233249,0.869265445,0.940878831,1.03516066,0.99681227,0.74096887,1.014432214,1.003506874,1.140060938,0.002897668,1.071593873,2.215868782,1.117985702,1.018977223,1.037101098,1.110227702,1.014337361,1.188314404,0.001290394,0.94507506,0.816135134,0.179223576,0.871157075,1.140238068,0.155016821,0.929387338,0.962790099,1.059845491,1.023157757,1.037979544,0.304136711,0.985220709,0.070550044,0.945323122,0.626584479,0.083033248,0.889374696,0.275489487,0.804629098,1.118013172,0.039235591,0.964421303,1.021229562,1.029522,0.928396043,1.053819138,0.888050901,2.828218604,1.013544064,Tara,TARA_004,5,2009,9,15,11:30,36.5533,-6.5669
